text,sentiment
madam speaker  i yield myself such time as i may consume   madam speaker  the issue of national security letters was not in the patriot act that was enacted in 2001   they were enacted in 1986 in a bill that was written over in the other body   this conference report puts procedural safeguards into national security letters even though they are not a part of the patriot act that was passed in 2001   it makes changes to all nsl provisions  not just electronic communications as the senate w,1
madam speaker  i yield myself such time as i may consume   once again  there has been erroneous information presented to the house   the conference report on the delayed notification search warrant limits initial delayed notification to only 30 days unless the facts justify a later date   it permits extensions of up to 90 days unless the facts justify a later date and only upon the showing of need   and it has new reporting requirements on the use of delayed notification warrants   now  ,1
madam speaker  i yield myself such time as i may consume   madam speaker  the gentleman from michigan talked about the conclusive presumption provisions on national security letters that are contained in the conference report as well as the requirements that have been changed relative to section 215  which is the business records or library provisions   i would just point out that both the nsl provision and the section 215 provision in this respect were the language in the senate bill that ,1
madam speaker  i yield myself the balance of my time   madam speaker  the gentleman from michigan has said that he wants us to recede to the senate  and that means that the senate bill goes to the president as passed by that body   that means that there will be no provisions relative to control of methamphetamine   there will be no provisions relating to airline security or port security or mass transit security   the inspector general s audits that are contained in the conference report,1
madam speaker  parliamentary inquiry  is it permissible to include instructions in the motion to recommit to conference   ,1
madam speaker  on that i demand the yeas and nays   ,1
mr chairman  the cold war is over and the world is a more dangerous place   the strategy that we used to have of containment  react and mutually assured destruction went out the window on 911   lord  it probably went out earlier  we just did not get it   we need now to be able to detect in order to prevent  and our intelligence community needs the capability and the tools so they can detect and prevent   we are not going to be able to harden a subway site  a bus station  a train sta,1
madam speaker  the patriot act has been an important law enforcement tool in the years following the dastardly terrorist attacks on our country  and taken as a whole  the bill has enhanced our national security   the united states and our allies are fighting a war like no other   it is an unconventional war that must be met with unconventional tools used by law enforcement professionals to protect the american people from those who would do us harm   the patriot act provides federal office,1
mr speaker  i object to the vote on the ground that a quorum is not present and make the point of order that a quorum is not present   ,0
mr chairman  i thank the gentleman for yielding me this time   mr chairman  i strongly support the usa patriot act of 2005   the continued threat of a terrorist attack in the united states and this month s terrorist attacks in london remind us of the need to prevent  investigate  and prosecute all terrorist acts   the patriot act was a longoverdue measure that enhanced our ability to collect crucial intelligence information on the global terrorist network   it passed by a margin of 9,1
madam speaker  i support this patriot act conference report  and appreciate the time and effort chairman sensenbrenner has put into bringing it to the floor   we know americans will continue to be a terrorist target as long as we stand for freedom and democracy   that lesson was learned on september 11  2001   we must do everything legally possible to protect americans from attack   this conference report helps law enforcement officials prevent  investigate  and prosecute acts of terror,1
mr chairman  i thank the distinguished chairman of the committee on international relations for yielding me this time and for his continued leadership on narcotics issues as we tackle these questions at the international level   the preceding speaker said that some of these amounts might be fairly small   well  in madrid it probably was fairly small   spanish authorities have said that the muslim militant cell exchanged for hashish and cash to fund it   i do not know how much it was   it,1
mr speaker  i rise in support of the patriot act and  in particular  title vii of that report  the combat methamphetamine epidemic act of 2005   this is certainly the biggest  and last night we passed chairman boehlert and congressman gordon s environmental meth bill  but this is the biggest comprehensive bill on meth that we have ever had in front of the united states congress  and it is important that we pass this   i want to thank a number of people   it is impossible to thank eve,1
madam speaker  i thank the chairman for his cosponsorship and his leadership in making sure that this meth bill can pass this bill in the form of passing a conference report  which is the only real way to get this done   i also want to say briefly that i support section 215  which amends the import and export act to make sure that we can have better prosecution methods   eighteen of the 40 major organizations that are involved in terrorism also deal in narcotics   the methamphetamine act i,1
madam speaker  i rise in strong opposition to hr 3199  the usa patriot and terrorism prevention reauthorization act conference report   i would be violating my oath to uphold the constitution if i voted to unravel the very freedoms for which we re supposedly fighting   the patriot act criminalizes speech  protest and assembly while it removes the right to due process and a search warrant   for example  the formerly bedrock principle that government can not spy on you unless it provides,0
madam speaker  i thank the gentleman from michigan for the time   madam speaker  i am opposed to the reauthorization of the patriot act   first  i do not believe many of the socalled law enforcement tools will make us any safer   i am probably one of a few members of congress who has been spied on by his own government   during the civil rights movement  an agency in the mississippi state government called the state sovereignty commission kept files on me and countless other people work,0
mr chairman  i thank the gentleman for his leadership on this action as well as others that involve the permanent select committee on intelligence   i want to remind members why we are here   we are here because the patriot act will sunset   it will sunset so we can see if there were any violations of civil liberties during the time it was in effect  which will be approximately 4 years by the end of this year   there were over 7  000 alleged violations filed by the american civil liberti,1
i rise today in opposition to the patriot act reauthorization conference report   as a former federal prosecutor and new mexico s attorney general  i am familiar with both the needs of law enforcement to pursue suspects and a strong supporter of law enforcement   i am also a strong supporter of civil liberties and believe that our constitution must be guarded against encroachment even in the name of security   on october 24  2001  a justified sense of urgency resulted in an unjustifiably ,0
mr chairman  i rise to explain my decision to vote against this version of the patriot act   this has not been an easy decision   some of the provisions that are being reauthorized in this bill provide law enforcement officials with important tools that may be helpful in detecting and disrupting terrorist activities   i support those provisions   other provisions  however  fail to provide adequate safeguards to ensure that the privacy rights of innocent citizens are protected   it is ve,0
mr speaker  i thank the gentleman from georgia  and i thank the chairman and chairman souder for not only bringing the patriot act reauthorization to the floor but including these important meth provisions in this legislation   in rural east tennessee  over 10 years ago meth production showed up in a real ugly way and spread like moonshine of 50 years ago  but 100 times more lethal  through the mountains and the hills   we attacked it with a comprehensive statefederallocal partnership,1
mr chairman  i thank the gentleman for yielding time   mr chairman  i suspect that the american people do not realize just how much the process of legislating is about reacting to events that take place around us   when something like enron happens  we react to that   when accounting scandals happen  we react to it   when the events of 911 occurred  we obviously reacted to those events   and quite often when we react  we are looking for an appropriate new balance that takes into ac,0
mr chairman  i thank the gentleman for yielding me this time and for his leadership on this issue   over the last several months  the committee on the judiciary has had numerous oversight hearings  as has the house permanent select committee on intelligence  to look at the patriot act and see where we need to improve it and what we need to do to extend the expiring provisions   my colleague from southern california said that we should have sunsets on this because once we have peace we sho,1
mr speaker  the president and his administration continue its rhetoric that anyone calling for a withdrawal of troops or questioning the intelligence that led us into the iraq war is unpatriotic  while  on the other hand  using this war as an excuse  a patriot act was passed that recklessly violates our civil liberties and attacks the very freedoms our troops in iraq are told that they are fighting to protect   this administration and the leadership in this very house we are standing in h,0
mr chairman  i rise today in support of the usa patriot act   nearly four years ago and shortly after terrorists maliciously killed thousands of americans on september 11  2001  congress passed the patriot act   this act provides law enforcement officials the tools they need to save lives and protect this country from future terrorist attacks   today  we are at a critical point as congress considers extending 16 important provisions of the law   i have looked carefully at the law and i ,1
mr chairman  i move that the committee do now rise   the motion was agreed to   accordingly  the committee rose  and the speaker pro tempore  mr putnam   having assumed the chair  mr hastings  of washington  acting chairman of the committee of the whole house on the state of the union  reported that that committee  having had under consideration the bill  hr 3199  to extend and modify authorities needed to combat terrorism  and for other purposes  had come to no resolution th,1
mr chairman  i reserve the balance of my time   ,1
madam speaker  i was absent from this chamber for 16 years after serving for 10   the compelling reason for me to return was the events of 911   and one of the things that i thought i would never see in the house of representatives is an alice in wonderland type atmosphere where just because you say something  you think it is true   the fact of the matter is  many of the complaints registered by my friends on the other side of the aisle are taken care of in this conference report   if yo,1
madam speaker  first of all i want to associate myself with the comments made by my colleague from california and also to state for the record that i support the motion to instruct   i also would like to thank the chairman for his comments today regarding the motion to instruct   i ran on a platform of freedom like most people did in this congress   and i believe it was ronald reagan  and i am paraphrasing  who said freedom is a fragile thing that must be defended by each generation   and,0
mr chairman  i thank the chairman for this opportunity to address the patriot act   we must especially make sure our law enforcement and intelligence agencies have the resources they need to arrest  detain  and interrogate those who would do us harm before the deadly acts are committed   i am very cognizant of the concerns brought to me by many of my constituents in michigan regarding the patriot act   they have a concern which i believe we all share  that any legislation we pass to comb,1
mr chairman  section 215 of the patriot act pertains to the government s abilities to gain access to what we commonly refer to as business records  records compiled by a business or an institution pertaining to a customer or visitor to that entity   this provision has come to be known as the `` library provision  because many librarians and civil libertarians are concerned that this provision of the patriot act could authorize the government to pour through the library records of everyday,1
mr chairman  i thank the gentleman   is it also the case that the recipient of such an order  such as a business or video store  is allowed to consult a lawyer and to contest these orders  and that judges are authorized to review such challenge   in other words  we are not devolving to the executive branch powers of the judicial branch   ,1
mr chairman  i thank the gentleman for his time   i have  and i hope the american people have  an accurate understanding of the safeguards put in place by the usa patriot act   ,1
mr chairman  i too rise in support of this bill   we have had some great debate  11 hearings  and i appreciate my friend the gentleman from massachusetts  point about section 215  but the gentleman from florida  mr feeney   is right   i mean  library records are being used as a red herring   we have seen over and over that libraries have been used by terrorists and this will help address that   the thing is so far that provision of 215 has not been used with regard to libraries   ,1
mr chairman  i want to thank the gentleman from wisconsin  mr sensenbrenner   for his leadership on this important legislation  and i rise today in support of this bill   i served in the justice department before and after 911   i led the department s counterterrorism efforts in the united states attorney s office in the state of texas   i worked with the joint terrorism task forces fighting this war on terror in the trenches   i know firsthand that this patriot act provides the nec,1
mr speaker  the patriot act was passed in october 2001 in response to the horrendous terrorist attacks on our country   its aim was to give the women and men of our law enforcement community the authority and tools needed to prevent future attacks and save and secure the lives of american citizens   there is no question  mr speaker  that many of the provisions of the patriot act have been useful to law enforcement and have helped to prevent terrorist attacks and secure our nation   but w,0
mr speaker  i rise today in support of the creation of a select bipartisan committee to investigate the preparation for and response to hurricane katrina   as representatives  we are elected by the american people  and it is our duty to ensure that the numerous federal agencies of which we have oversight and that we fund on an annual basis serve the taxpayers efficiently and effectively  and i think from the images that we have seen and from the reports from that area of the country  we h,1
mr speaker  i rise in support of house resolution 439 and in support of the underlying resolution   mr speaker  the minority objects to house resolution 437 on the basis that the bipartisan committee it creates will be inherently unbalanced and unfair   one suspects they believe it will be unfair largely because while they will have full rights of representation on the committee in question  they will inevitably be the minority on any panel that fairly represents the composition of both t,1
mr speaker  i ask unanimous consent to temporarily control the time of the gentleman from california  mr dreier     ,1
mr speaker  i just want to make a couple of quick points  and then i will reserve the balance of my time   i would disagree very strongly with my good friend from florida about the 911 commission   there were  in fact  many investigations in this congress about the tragedy that took place on 911  the permanent select committee on intelligence amongst them   we did actually do oversight   ,1
reclaiming my time  mr speaker  and i respect the opinion of my good friend from florida  but i think there was oversight   but i would actually agree with his fundamental point in the sense that i think oversight is more effectively done by the elected representatives of the people  by the appropriate people who are responsible for implementing the solution   i do not think we should take that model and follow it again here   i also would suspect that the situation between a deliberate ,1
mr speaker  by direction of the committee on rules  i call up house resolution 439 and ask for its immediate consideration   ,1
mr speaker  for the purpose of debate only  i yield the customary 30 minutes to the gentlewoman from rochester  new york  ms slaughter    pending which i yield myself such time as i may consume   ,1
mr speaker  house resolution 439 is a closed rule providing for 1 hour of debate for consideration of h res 437  a resolution establishing a select bipartisan committee to investigate the preparation for and response to hurricane katrina   the rule waives all points of order against consideration of the bill and provides one motion to recommit which may not contain instructions   mr speaker  the human suffering and physical damage wrought by hurricane katrina is heartwrenching and over,1
mr speaker  i yield myself such time as i may consume   as i prepare to yield to my friend from charleston  let me just say that the short answer to the question posed by my friend from rochester about why it is we would not establish a commission  it is very clear   article 1  section 8 of the constitution states it  that we have to do our job   we have the responsibility to deal with this issue   there are very important questions that have been raised by democrats and republicans an,1
mr speaker  i yield myself such time as i may consume  and as i prepare to yield to my friend from moore  oklahoma  mr cole    i want to say to my good friend from massachusetts that it is very clear that members of the united states house of representatives do have the ability to deal with a disaster and at the same time engage in a very  very important investigatory process   it is also very important to note that this is not going to simply be republicans asking questions of other r,1
mr speaker  i reserve the balance of my time   ,1
mr speaker  i reserve the balance of my time   ,1
mr speaker  i reserve the balance of my time   ,1
mr speaker  i thank the chairman for yielding me this time   mr speaker  i rise in strong support of house resolution 437   i think we are completely doing the right thing for the right reasons   i have heard the other side of the aisle argue that what is the hurry  you are rushing to create an oversight committee and let us wait a couple of months   i want to point out to my friends on the other side of the aisle that we are still in the hurricane season   in fact  we are just gettin,1
mr speaker  i thank the gentlewoman from new york  ms slaughter    the distinguished ranking democratic member on the house committee on rules  for yielding me this time   a footnote right there  mr speaker   i hope the irony is not lost on the house that the gentlewoman  a new york member  is being lectured to about homeland security issues and why there is no need for an independent katrina commission   new yorkers were told 3 and 4 years ago that there was no need for an indepen,0
mr speaker  i beg to differ with the gentleman about what the permanent select committee on intelligence did   i serve on the permanent select committee on intelligence   the senate permanent select committee on intelligence conducted an investigation  the house did nothing   ,0
mr speaker  i rise in opposition to the rule and to the underlying resolution   the federal response to hurricane katrina was absolutely unacceptable   the american people deserve to know what went so terribly wrong and what we must do to make sure it never  ever happens again   unfortunately  the partisan committee being proposed by the republican majority will not give the american people any confidence that congress is asking tough questions and demanding straight answers   apparently,0
mr speaker  for so many reasons my colleagues on this side of the aisle have articulated  this resolution should be rejected   because it is neither bipartisan in terms of its authority  nor bipartisan in terms of its power  nor bipartisan in terms of its subpoena power   that will all rest with the majority   the question that must be answered is how is it that fema  which 5 years ago was a worldclass agency that was being praised by republicans and democrats alike  by local official,0
mr speaker  i thank the ranking member  the gentlewoman from new york  ms slaughter    for yielding me this time and commend the members of the committee on rules for their important work on this subject  particularly the gentleman from florida  mr hastings   who is the author of the legislation  along with the gentleman from new jersey  mr menendez    the chairman of our caucus  on legislation which will bring truth to this situation  an independent commission  modeled after ,0
mr speaker  i yield myself such time as i may consume   mr speaker  on tuesday  president bush said that he took responsibility for the recent failure of the federal government to fulfill its ultimate duty of saving the lives of its own people within its own borders   but what does responsibility mean   if it means anything  it means the sincere concern for what has happened under his watch   it means stopping at nothing to find out why a nation led by officials who claim to care about,0
mr speaker  if an independent commission is an abdication of our authority  why did we all vote unanimously to establish the 911 commission   ,0
mr speaker  i object to the vote on the ground that a quorum is not present and make the point of order that a quorum is not present   ,0
madam speaker  i demand a recorded vote   ,0
mr speaker  on rollcall no   471 i was inadvertently detained   had i been present  i would have voted `` yea  so the previous question was ordered   the result of the vote was announced as above recorded   ,1
mr speaker  i thank the gentlewoman from new york for yielding me this time   mr speaker  when hurricane katrina came ashore and ravaged the gulf states and the levees in new orleans  americans united in their support of those in need and the communities devastated by this terrible disaster   as katrina passed over the gulf states and in the days that followed  americans saw firsthand the devastation and human suffering that resulted   we were also eyewitnesses to the tragedy of hundred,0
mr chairman  i ask unanimous consent to revise and extend my remarks   mr chairman  the endangered species act is a wellintentioned law that has failed in its implementation   originally billed as a way to recover and rehabilitate endangered species  it has failed at that goal   as it has been pointed out  less than 1 percent of species listed have recovered in the entire history of the act   almost 3 times that many still listed are believed to already be extinct   many species that,1
mr chairman  i rise in support of hr 3824  the threatened and endangered species recovery act   i commend the gentleman from california  chairman pombo  and the gentleman from california  mr cardoza   for this legislation   this legislation modernizes the endangered species act  or esa  to allow for more scientific review  better conservation plans  and to focus on a recovery process that is based on collaboration and not conflict   after more than 3 decades  the esa has failed,1
mr speaker  i am pleased that both sides of the aisle have recognized the need of some modifications in the endangered species act   i would like to  mr speaker  introduce you to a man by the name of john gochnauer   john gochnauer was the shortstop for the cleveland indians in 1902 and 1903   in 1902  playing fulltime at shortstop for the indians  he hit a paltry 185 and committed a whopping 48 errors in that position   nonetheless  he came back the next year to play for them in 1,1
mr chairman  i appreciate the opportunity to stand here and speak about this particular substitute   as it was brought to the committee on rules last night  i noticed that it has been consistently called the `` bipartisan substitute  it does have eight cosponsors that are bipartisan   but i would note that the actual bill itself has 95 cosponsors and it has four times as many democrats on the bill itself as the socalled `` bipartisan substitute  so i would like to speak a bit about ,1
mr chairman  i rise in support of this bipartisan substitute and in unwavering opposition to the underlying threatened and endangered species act of 2005  which does not defend endangered species as it purports  but rather protects the special interests of private industry and landowners   i am concerned about the environmental and fiscal health of our great nation and the path chosen by many of america s leaders whose policies are painfully lacking in promoting conservation   although am,0
mr speaker  i rise in strong opposition to both the rule and the bill   no matter how the proponents of the bill classify putting soft words and talking about it being reasonable or a compromise  it does not make it so   this is less about reform of the esa and protecting species  and more about making it easier for the exploitation of the environment   we have been in a state of stalemate for a number of years because the goal has not been reasonable refinement   there are things we cou,0
mr chairman  i would just like to correct a couple of things   first of all  this is mandatory spending we are talking about   secondly  we do not allow the taxpayer protection in this bill that is allowed in highway cases   that is important to distinguish between the two   mr chairman  we are all in agreement   there is broad and justifiable consensus that the act is overdue for reform  but reforming the law should not be a euphemism for gutting the law  and that is exactly what t,0
mr chairman  i yield myself such time as i may consume   mr chairman  i rise in strong support of the substitute   i want to thank all of our cosponsors for their support  the gentleman from michigan  mr dingell    the gentleman from washington  mr dicks    the gentleman from new jersey  mr saxton    the gentlewoman from california  mrs tauscher    the gentleman from illinois  mr kirk    the gentlewoman from california  ms matsui    the gentleman from illinois  m,0
mr chairman  i reserve the balance of my time   ,0
mr chairman  i yield myself such time as i may consume   this all boils down to a principal difference   there are a number of differences  but a principal difference   the substitute does not have the controversial section 13 in it  the base bill does   here is something that could actually happen under section 13   a developer could buy a parcel of land knowing that part of it could not be used because of the presence of endangered species   the developer then could request permissio,0
mr chairman  in washington everything looks perfect on paper and people hate to admit they made a mistake  but the truth of the matter is how it works in real life is completely different  and we have a responsibility to make those changes   i strongly support this recovery act and thank the gentleman from california  mr pombo   for his leadership and the gentleman from california  mr cardoza   for his hard work   my east texas district  which was hit very hard by hurricane rita  i,1
mr chairman  reforming the endangered species act is long overdue   today the house has an opportunity to enact significant improvements to esa that restore balance and protections to species as well as landowners   one of the most effective ways to protect species habitat is through development of habitat conservation plans   the bill improves and encourages habitat conservation plans by codifying the nosurprise policy and eliminating unnecessary red tape that required multiple consultati,1
mr speaker  i would like to thank the gentleman from massachusetts for yielding me this time   i am put in the unenviable position today  as a lifelong democrat  to have to stand and oppose the democratic position on this rule   as i have sat here and listened to the debate on the rule  i simply do not feel that some of the statements by my colleagues are accurately reflecting what is in the bill as it currently is written   it is simply untrue that this bill allows skyscrapers to be bui,1
mr chairman  i yield myself such time as i may consume   mr chairman  when the endangered species act was adopted by congress in 1973  it was heralded as landmark use of environmental legislation for the protection and conservation of threatened and endangered species   at that time  it was clearly understood that the ultimate goal of the act was to focus federal resources on listed species so that  in time  they could be returned to a healthy state and be removed from the list   i fu,1
mr chairman  i reserve the balance of my time   ,1
mr chairman  i yield myself 1 minute to engage in a colloquy with the gentleman from california  mr pombo     mr chairman  i believe it is critical for us to make sure we do not change the regulatory landscape on property owners regulated under existing law   these individuals  our constituents  are committed to doing what the federal government asked them to do in order to secure authorization to proceed with various activities   we should not require those same landowners to renego,1
mr chairman  i yield myself the balance of my time   i want to conclude by saying i thank the gentleman from west virginia  mr rahall   for his offering of working on this piece of legislation  and we do so in the spirit of cooperation   i also have to say  though  that in this chamber where we have seen lofty rhetoric for a number of years  i personally having witnessed it for 26 since i was first an intern here  i have frankly never seen the rhetoric not coincide with the reality m,1
mr chairman  i rise today in opposition to the substitute being offered for a number of reasons   the substitute basically takes the pombo bill and cuts out everything that is important to my constituents  the small farmers and ranchers of the central valley who are being driven out of our valley through arbitrary and capricious regulatory burdens   it is my constituents who are the ones that are begging me to help them reform the endangered species act  and i think this substitute leaves ,1
mr chairman  would the chairman of the committee on resources agree to enter into a colloquy   ,1
mr chairman  it has come to my attention that certain federal agencies with permitting  licensing  and leasing authority are requiring some of my constituents to agree to stipulations in their coal leases that go beyond protecting threatened or endangered species   for example  before the bureau of land management will issue a lease  they require the lessee to agree to potential modifications in the lease   these modifications can be based not only on species that are threatened or endan,1
mr chairman  reclaiming my time  i thank the chairman for his answer   that was the way that i read the bill too  and i wanted the congressional intent to be on the record   ,1
mr chairman  the substitute would be a great improvement for the current endangered species act   it would treat landowners much as we do under the conservation reserve program  but the underlying bill would be a disaster for taxpayers  a new entitlement   the secretary shall pay no less than fair market value   i guess the secretary  if they are feeling good that day  could pay more than fair market value with taxpayers  money  borrowed money  and it does not require the historic  ,0
mr chairman  i rise in strong opposition to this bill   the legislation before us today turns back the clock on 35 years of progress in responsible environmental stewardship by gutting the current endangered species act and replacing it with little to preserve endangered wildlife for future generations   over 99 percent of the species that have been listed as threatened or endangered under current law have been saved from extinction   but had this bill been the law of the land over the last,0
mr chairman  when the contract with america was written  this provision was scored by cbo at  32 billion   32 billion   ,0
mr chairman  the part that i have trouble with is that we did not authorize any new money to fund this   you just said  take it out of the interior appropriations bill   well  i want to tell you  we have not funded the endangered species act properly under this administration  and if there is not any money  it is going to have to come out of somebody else s hide   it is going to be the fish and wildlife service  it is going to be the park service  somebody is going to have to fund t,0
mr speaker  i thank my friend for yielding me this time  and i thank him for his very important work on this vital piece of legislation   i rise to support the rule and the underlying legislation and to begin by praising the gentleman from california  mr pombo    the very distinguished chairman  for all of the effort that he has put in to assembling a bipartisan compromise on this   i will say i am somewhat disturbed with what i just heard from the gentleman from california  mr cardo,1
mr chairman  i rise in strong support of the threatened and endangered species recovery act  hr 3824   i want to first of all commend the gentleman from california  chairman pombo  and the gentleman from california  mr cardoza   for what is very commonsense  bipartisan legislation  and i want to thank the chairman and his staff for all the long hours and the hard work they have put into this bill   the latest figures i have show that my home state of tennessee has one of the highes,1
mr chairman  there is an old saying `` the south will rise again   `` well  the bill before us today is proof the `` era of big government has come again   `` let no mistake be made  those who support this bill can not claim to be dedicated to fiscal responsibility and smaller government   this bill blows another hole in the federal deficit   i oppose this sham overhaul of the endangered species act   enacted in 1973  this landmark legislation has been hugely successful in saving many ,0
mr chairman  today i rise in opposition to hr 3824  the threatened and endangered species recovery act   under the constitution  we are charged with securing this country s blessings not only for ourselves  but for our posterity   this bill turns its back on our posterity   the endangered species act has been a model for the protection and preservation of endangered species since 1973   when this legislation was first passed  many species in this country were on the brink of extincti,0
mr chairman  i thank the gentleman for yielding me this time  and i rise as a member probably more affected by this law than anybody else in the united states congress   i probably represent more critical habitat in the coastal counties of monterey bay than anybody   that is the big sur  carmel  pebble beach  santa cruz region   that critical habitat has made us a lot of money on what is watchable wildlife   watchable wildlife is the largest business  fastestgrowing business in the u,0
mr chairman  when you do take  meaning you have no value left  then you have just compensation  was the supreme court decision   ,0
mr chairman  i thank the gentleman for yielding me this time  and i appreciate the chairman s efforts to reach across the aisle and produce a true bipartisan bill  and i thank the gentleman from california  mr cardoza   for working on this   if any of my colleagues have served on the committee on resources  as i have  you know that this is a truly bipartisan bill   the gentleman from west virginia mentioned that everybody can find an example of how the current esa is out of whack  a,1
mr chairman  i appreciate the opportunity to stand in strong opposition to the substitute and in strong support of the underlying bill   unfortunately  i may not be able to stay for the vote because there are fires in my district and my neighborhood is being evacuated   ,1
mr speaker  i thank the gentleman for yielding me this time   mr speaker  i am in strong support of this rule   i also want to compliment the chairman of the committee on resources   he has been in congress for seven terms   he has worked very hard on the things that he believes in   he has been relentlessly patient to deal with a number of issues that have affected his district and those in the western areas of the united states  and he has presented to us today a bill that will refor,0
mr chairman  i thank the gentleman for yielding me this time   i  too  come from a rural area   the two major industries in my district are agriculture and fishing   so we know the landscape and people cooperate   the present esa  maybe it is because we are on the east coast  the present esa bill is working fine   i know we need to tweak it because it does not work the same way all over the place  but i would urge my colleagues to support the substitute   here are some reasons why ,0
mr chairman  i think we are here in some sense  past all the clutter of people articulating their most emotional feelings  is a bill set aside some 30 years ago to have an understanding about how we as members of congress  the government  can restore the prodigious bounty of god s creation   how do we understand nature s design   how do we use our intelligence to understand the facts behind how nature sustains itself   well  in the real world  well  actually  in the real world whi,0
mr chairman  i rise in support of hr 3824  the threatened and endangered species recovery act   i congratulate the gentleman from california  mr pombo   and the gentleman from california  mr cardoza   for their outstanding work on this legislation   this legislation will reform the 1973 endangered species act so that real species recovery can be achieved while minimizing conflict with landowners  businesses  public land managers  and communities  and particularly the farmers and,1
mr chairman  i thank the chairman for yielding me this time to speak on an issue that is very important to me and my constituents   the endangered species act plays a prominent role in my state of missouri with over 25 endangered and threatened species located within the borders and nine in my district   mr chairman  the esa is broken and needs to be fixed   over the last 30 years  less than 1 percent of all listed species have been removed  and most of them have been removed because of,1
mr chairman  today i rise in opposition to hr 3824   in the 1960s  rachel carson s book `` silent spring  documented the harmful effects of ddt and other pesticides on songbirds   this prompted a ban on ddt and the passage of the original endangered species act   the ban on ddt  which the epa said posed unacceptable risks to the environment and human health  saved the bald eagle and countless other species from going extinct   today we are considering a bill that would usher in ano,0
mr speaker  by direction of the committee on rules  i call up house resolution 470 and ask for its immediate consideration   ,1
mr speaker  for the purpose of debate only  i yield the customary 30 minutes to the gentleman from massachusetts  mr mcgovern    pending which i yield myself such time as i may consume   ,1
mr speaker  i yield myself the balance of my time   mr speaker  there has been a lot of rhetoric thus far on the rule  and i suspect there will be a lot of rhetoric when we debate the bill  but there is one underlying thread here that needs to be mentioned   it was mentioned by the gentleman from utah  mr bishop    the gentleman from california  mr cardoza    and the gentleman from maryland  mr gilchrest     that is that the endangered species act needs to be updated   i cam,1
mr chairman  i rise in support of the legislation offered by the gentleman from california  mr pombo  and would like to give you an example of why this bill is needed   seven years ago  the fish and wildlife service contacted my office to state they were going to list the preble s meadow jumping mouse as a threatened species   it was nt even a surprise   state and local authorities had known the mouse might be listed for years   and  at first  it did nt even seem like it would be ,1
mr speaker  i rise today in support of the rule and in strong support of the underlying bill   the endangered species act is a law with good intentions  but it has spun wildly out of control with tragic consequences for average americans   the northern california district i represent has been ground zero for some of the worst examples of the human impacts of this law gone awry   in 2001  a community of family farmers in the klamath basin of northern california and southern oregon had thei,1
mr chairman  would the chairman of the committee on resources agree to enter into a colloquy   ,1
first let me say to the gentleman that i am very appreciative of his efforts here to make the esa a better law   mr chairman  it is my understanding that the legislation would provide the president the authority to waive or expedite any provision of the act in the event of a major national disaster   i also understand that the legislation would require the secretary to develop regulations establishing procedures for an expedited application or waiver of the act for agency actions that would ,1
i thank the chairman   as you know  mr chairman  a terrible situation occurred in my district in northern california several years ago where a levee that protects one of the communities i represent had deteriorated to such a point that the corps of engineers predicted that this degraded levee  without repair  presented a threat to human life   regrettably  repairs to that levee were unable to proceed in a timely manner due to the lengthy consultation process  even though this very serio,1
mr chairman  it is my understanding that the secretary currently has in place emergency regulations that allow for expedited consultation in the event of an immediate threat to public safety  as  for example  when the floodwaters are rising and are feet or perhaps even inches away from breaking or breaching a levee   is the chairman s understanding that the intent of the legislation is to require the development of additional regulations that would allow the secretary to expedite the appl,1
mr chairman  i thank the gentleman for that clarification   again  mr chairman  i want to commend the gentleman for his leadership and years of work he has invested in making the endangered species act a more responsive and effective law   ,1
mr chairman  i rise today to express my strong opposition to the threatened and endangered species recovery act of 2005   despite the deceptive title of this bill  it is a measure designed to weaken the protections secured under the landmark endangered species act  esa    while scientists are uncertain about the exact rate of extinction  they estimate that it is probably thousands of times greater than the rate prior to human civilization   in 1973 congress enacted the esa to address th,0
mr chairman  i thank the gentleman for yielding me time   the time is insufficient  not only to explain my position  but also the time for consideration of this bill has been insufficient   thirtytwo years ago  we passed a bill that a republican president  richard nixon  signed to protect and conserve species in danger of extinction   unfortunately  though  the underlying bill  which has been fasttracked since its introduction  would substantially undermine the endangered species,0
mr speaker  i would like to address my comments to the members who do have serious concerns about the endangered species act who have had frustrations from their citizens about its application  but still believe that we ought to have a workable act  and i want to suggest that voting for this bipartisan substitute and `` no  on the pombo bill will really satisfy their needs for five reasons   reason number one  the substitute bill will make a significant change to reduce the amount of fru,0
